age,c_birth,unit,sex,geo\time	2017 	2016 	2015 	2014 
Y_GE65,CC5_13_FOR_X_IS,NR,T,HU	: 	9084 	9074 	9117 
Y_GE65,CC5_13_FOR_X_IS,NR,T,IE	: 	: 	: 	114 
Y_GE65,CC5_13_FOR_X_IS,NR,T,IS	11 	10 	7 	8 
Y_GE65,CC5_13_FOR_X_IS,NR,T,IT	10015 	9667 	: 	8500 
Y_GE65,CC5_13_FOR_X_IS,NR,T,LI	78 	80 	67 	55 
Y_GE65,CC5_13_FOR_X_IS,NR,T,LT	1 	1 	1 	1 
Y_GE65,CC5_13_FOR_X_IS,NR,T,LU	222 	: 	: 	290 
Y_GE65,CC5_13_FOR_X_IS,NR,T,LV	2 	3 	3 	1 
Y_GE65,CC5_13_FOR_X_IS,NR,T,NL	22675 	22424 	21325 	20496 
Y_GE65,CC5_13_FOR_X_IS,NR,T,NO	1174 	1060 	: 	885 
Y_GE65,CC5_13_FOR_X_IS,NR,T,RO	528 	461 	: 	392 e
Y_GE65,CC5_13_FOR_X_IS,NR,T,SE	5450 	5207 	: 	: 
Y_GE65,CC5_13_FOR_X_IS,NR,T,SI	8302 	7792 	7537 	7063 
Y_GE65,CC5_13_FOR_X_IS,NR,T,SK	493 	475 	449 	441 
Y_GE65,CC5_15_FOR,NR,F,AT	22061 	20932 	19275 	17958 
Y_GE65,CC5_15_FOR,NR,F,BE	5896 	5757 	5416 	5159 
Y_GE65,CC5_15_FOR,NR,F,BG	1130 	1156 	1192 	1210 
Y_GE65,CC5_15_FOR,NR,F,CH	7018 	6411 	5634 	4973 
Y_GE65,CC5_15_FOR,NR,F,CY	69 	63 	57 	: 
Y_GE65,CC5_15_FOR,NR,F,CZ	81 	68 	61 	49 
Y_GE65,CC5_15_FOR,NR,F,DK	1582 	1514 	1395 	1293 
Y_GE65,CC5_15_FOR,NR,F,EE	2 	3 	3 	1 
Y_GE65,CC5_15_FOR,NR,F,EL	24839 	24252 	24014 	: 
Y_GE65,CC5_15_FOR,NR,F,ES	508 	467 	415 	371 
Y_GE65,CC5_15_FOR,NR,F,FI	25 	20 	19 	16 
Y_GE65,CC5_15_FOR,NR,F,FR	21337 	19832 	18953 	: 
Y_GE65,CC5_15_FOR,NR,F,HR	13828 	13339 	12940 	: 
Y_GE65,CC5_15_FOR,NR,F,HU	5245 	5353 	5391 	5436 
Y_GE65,CC5_15_FOR,NR,F,IE	41 	44 	49 	: 
Y_GE65,CC5_15_FOR,NR,F,IS	8 	7 	4 	5 
Y_GE65,CC5_15_FOR,NR,F,IT	25755 	24117 	22266 	20996 
Y_GE65,CC5_15_FOR,NR,F,LI	39 	39 	35 	29 
Y_GE65,CC5_15_FOR,NR,F,LT	1 	1 	1 	1 
Y_GE65,CC5_15_FOR,NR,F,LU	131 	172 	164 	: 
Y_GE65,CC5_15_FOR,NR,F,LV	1 	2 	2 	1 
Y_GE65,CC5_15_FOR,NR,F,MT	3 	0 	2 	1 
Y_GE65,CC5_15_FOR,NR,F,NL	11786 	11450 	10618 	9964 
Y_GE65,CC5_15_FOR,NR,F,NO	545 	487 	451 	406 
Y_GE65,CC5_15_FOR,NR,F,PL	233 	256 	250 p	: 
Y_GE65,CC5_15_FOR,NR,F,PT	19 	15 	13 	: 
Y_GE65,CC5_15_FOR,NR,F,RO	203 	191 	190 	190 e
Y_GE65,CC5_15_FOR,NR,F,SE	2716 	2596 	2424 	2299 
Y_GE65,CC5_15_FOR,NR,F,SI	3748 	3504 	3300 	3084 
Y_GE65,CC5_15_FOR,NR,F,SK	218 	219 	212 	213 
Y_GE65,CC5_15_FOR,NR,F,UK	3726 	: 	2250 	953 
Y_GE65,CC5_15_FOR,NR,M,AT	19947 	18873 	17118 	15660 
Y_GE65,CC5_15_FOR,NR,M,BE	5098 	4929 	4512 	4273 
Y_GE65,CC5_15_FOR,NR,M,BG	967 	968 	988 	1003 
Y_GE65,CC5_15_FOR,NR,M,CH	7356 	6757 	5991 	5318 
Y_GE65,CC5_15_FOR,NR,M,CY	46 	40 	37 	: 
Y_GE65,CC5_15_FOR,NR,M,CZ	198 	169 	151 	121 
Y_GE65,CC5_15_FOR,NR,M,DK	1736 	1695 	1627 	1565 
Y_GE65,CC5_15_FOR,NR,M,EE	2 	2 	2 	1 
Y_GE65,CC5_15_FOR,NR,M,EL	19530 	18885 	18440 	: 
Y_GE65,CC5_15_FOR,NR,M,ES	455 	404 	368 	342 
Y_GE65,CC5_15_FOR,NR,M,FI	75 	65 	53 	45 
Y_GE65,CC5_15_FOR,NR,M,FR	23892 	22811 	21702 	: 
Y_GE65,CC5_15_FOR,NR,M,HR	10099 	9893 	9755 	: 
Y_GE65,CC5_15_FOR,NR,M,HU	3728 	3745 	3696 	3689 
Y_GE65,CC5_15_FOR,NR,M,IE	34 	36 	41 	: 
Y_GE65,CC5_15_FOR,NR,M,IS	6 	6 	5 	5 
Y_GE65,CC5_15_FOR,NR,M,IT	19900 	18610 	17380 	16478 
Y_GE65,CC5_15_FOR,NR,M,LI	39 	41 	32 	26 
Y_GE65,CC5_15_FOR,NR,M,LT	0 	0 	0 	0 
Y_GE65,CC5_15_FOR,NR,M,LU	128 	161 	149 	: 
Y_GE65,CC5_15_FOR,NR,M,LV	1 	1 	1 	0 
Y_GE65,CC5_15_FOR,NR,M,MT	14 	10 	9 	8 
Y_GE65,CC5_15_FOR,NR,M,NL	10914 	10999 	10729 	10553 
Y_GE65,CC5_15_FOR,NR,M,NO	656 	593 	531 	493 
Y_GE65,CC5_15_FOR,NR,M,PL	193 	172 	168 p	: 
Y_GE65,CC5_15_FOR,NR,M,PT	15 	15 	13 	: 
Y_GE65,CC5_15_FOR,NR,M,RO	328 	271 	232 	202 e
Y_GE65,CC5_15_FOR,NR,M,SE	2848 	2718 	2455 	2292 
Y_GE65,CC5_15_FOR,NR,M,SI	4562 	4295 	4246 	3989 
Y_GE65,CC5_15_FOR,NR,M,SK	275 	256 	237 	228 
Y_GE65,CC5_15_FOR,NR,M,UK	2352 	: 	3432 	1607 
Y_GE65,CC5_15_FOR,NR,T,AT	42008 	39805 	36393 	33618 
Y_GE65,CC5_15_FOR,NR,T,BE	10994 	10686 	9928 	9432 
Y_GE65,CC5_15_FOR,NR,T,BG	2097 	2124 	2180 	2213 
Y_GE65,CC5_15_FOR,NR,T,CH	14374 	13168 	11625 	10291 
Y_GE65,CC5_15_FOR,NR,T,CY	115 	103 	94 	: 
Y_GE65,CC5_15_FOR,NR,T,CZ	279 	237 	212 	170 
Y_GE65,CC5_15_FOR,NR,T,DK	3318 	3209 	3022 	2858 
Y_GE65,CC5_15_FOR,NR,T,EE	4 	5 	5 	2 
Y_GE65,CC5_15_FOR,NR,T,EL	44369 	43137 	42454 	: 
Y_GE65,CC5_15_FOR,NR,T,ES	963 	871 	783 	713 
Y_GE65,CC5_15_FOR,NR,T,FI	100 	85 	72 	61 
Y_GE65,CC5_15_FOR,NR,T,FR	45229 	42643 	40655 	: 
Y_GE65,CC5_15_FOR,NR,T,HR	23927 	23232 	22695 	: 
Y_GE65,CC5_15_FOR,NR,T,HU	8973 	9098 	9087 	9125 
Y_GE65,CC5_15_FOR,NR,T,IE	75 	80 	90 	: 
Y_GE65,CC5_15_FOR,NR,T,IS	14 	13 	9 	10 
Y_GE65,CC5_15_FOR,NR,T,IT	45655 	42727 	39646 	37474 
Y_GE65,CC5_15_FOR,NR,T,LI	78 	80 	67 	55 
Y_GE65,CC5_15_FOR,NR,T,LT	1 	1 	1 	1 
Y_GE65,CC5_15_FOR,NR,T,LU	259 	333 	313 	: 
Y_GE65,CC5_15_FOR,NR,T,LV	2 	3 	3 	1 
Y_GE65,CC5_15_FOR,NR,T,MT	17 	10 	11 	9 
Y_GE65,CC5_15_FOR,NR,T,NL	22700 	22449 	21347 	20517 
Y_GE65,CC5_15_FOR,NR,T,NO	1201 	1080 	982 	899 
Y_GE65,CC5_15_FOR,NR,T,PL	426 	428 	418 p	: 
Y_GE65,CC5_15_FOR,NR,T,PT	34 	30 	26 	: 
Y_GE65,CC5_15_FOR,NR,T,RO	531 	462 	422 	392 e
Y_GE65,CC5_15_FOR,NR,T,SE	5564 	5314 	4879 	4591 
Y_GE65,CC5_15_FOR,NR,T,SI	8310 	7799 	7546 	7073 
Y_GE65,CC5_15_FOR,NR,T,SK	493 	475 	449 	441 
Y_GE65,CC5_15_FOR,NR,T,UK	6078 	: 	5682 	2560 
Y_GE65,EFTA_FOR,NR,F,AT	1638 	1555 	1500 	1467 
Y_GE65,EFTA_FOR,NR,F,BE	570 	569 	556 	552 
Y_GE65,EFTA_FOR,NR,F,BG	12 	11 	9 	9 
Y_GE65,EFTA_FOR,NR,F,CH	714 	699 	672 	650 
Y_GE65,EFTA_FOR,NR,F,CY	58 	58 	55 	52 
Y_GE65,EFTA_FOR,NR,F,CZ	30 	28 	23 	19 
Y_GE65,EFTA_FOR,NR,F,DK	3187 	3094 	3032 	2959 
Y_GE65,EFTA_FOR,NR,F,EE	3 	4 	5 	3 
Y_GE65,EFTA_FOR,NR,F,EL	411 	391 	372 	339 
Y_GE65,EFTA_FOR,NR,F,ES	6712 	6719 	6574 	6430 
Y_GE65,EFTA_FOR,NR,F,FI	118 	119 	118 	116 
Y_GE65,EFTA_FOR,NR,F,FR	10853 	10386 	10674 	10557 
Y_GE65,EFTA_FOR,NR,F,HR	44 	39 	33 	27 
Y_GE65,EFTA_FOR,NR,F,HU	169 	160 	139 	127 
Y_GE65,EFTA_FOR,NR,F,IE	105 	87 	71 	97 
Y_GE65,EFTA_FOR,NR,F,IS	62 	65 	65 	64 
Y_GE65,EFTA_FOR,NR,F,IT	6904 	6646 	6515 	6391 
Y_GE65,EFTA_FOR,NR,F,LI	654 	611 	582 	566 
Y_GE65,EFTA_FOR,NR,F,LT	1 	2 	2 	2 
Y_GE65,EFTA_FOR,NR,F,LU	147 	195 	183 	171 
Y_GE65,EFTA_FOR,NR,F,LV	3 	3 	3 	3 
Y_GE65,EFTA_FOR,NR,F,MT	34 	34 	30 	22 
Y_GE65,EFTA_FOR,NR,F,NL	793 	776 	741 	730 
Y_GE65,EFTA_FOR,NR,F,NO	431 	410 	382 	369 
Y_GE65,EFTA_FOR,NR,F,PL	48 	53 	57 p	39 p
Y_GE65,EFTA_FOR,NR,F,PT	295 	252 	302 	200 
Y_GE65,EFTA_FOR,NR,F,RO	5 	3 	1 	1 
Y_GE65,EFTA_FOR,NR,F,SE	9066 	9192 	9302 	9377 
Y_GE65,EFTA_FOR,NR,F,SI	59 	58 	60 	56 
Y_GE65,EFTA_FOR,NR,F,SK	15 	13 	11 	12 
Y_GE65,EFTA_FOR,NR,F,UK	3270 	5794 	3984 	4736 
Y_GE65,EFTA_FOR,NR,M,AT	857 	828 	825 	813 
Y_GE65,EFTA_FOR,NR,M,BE	336 	345 	351 	358 
Y_GE65,EFTA_FOR,NR,M,BG	36 	37 	36 	28 
Y_GE65,EFTA_FOR,NR,M,CH	374 	360 	339 	338 
Y_GE65,EFTA_FOR,NR,M,CY	49 	45 	45 	40 
Y_GE65,EFTA_FOR,NR,M,CZ	102 	96 	88 	82 
Y_GE65,EFTA_FOR,NR,M,DK	1544 	1497 	1406 	1353 
Y_GE65,EFTA_FOR,NR,M,EE	23 	23 	20 	19 
Y_GE65,EFTA_FOR,NR,M,EL	175 	172 	167 	165 
Y_GE65,EFTA_FOR,NR,M,ES	6913 	6990 	6930 	6914 
Y_GE65,EFTA_FOR,NR,M,FI	162 	152 	141 	137 
Y_GE65,EFTA_FOR,NR,M,FR	8169 	7372 	7802 	7670 
Y_GE65,EFTA_FOR,NR,M,HR	74 	69 	54 	44 
Y_GE65,EFTA_FOR,NR,M,HU	242 	219 	202 	190 
Y_GE65,EFTA_FOR,NR,M,IE	88 	86 	71 	74 
Y_GE65,EFTA_FOR,NR,M,IS	24 	19 	22 	24 
Y_GE65,EFTA_FOR,NR,M,IT	2073 	2010 	1946 	1969 
Y_GE65,EFTA_FOR,NR,M,LI	587 	542 	522 	493 
Y_GE65,EFTA_FOR,NR,M,LT	13 	10 	12 	11 
Y_GE65,EFTA_FOR,NR,M,LU	122 	129 	121 	111 
Y_GE65,EFTA_FOR,NR,M,LV	8 	7 	3 	3 
Y_GE65,EFTA_FOR,NR,M,MT	49 	42 	32 	24 
Y_GE65,EFTA_FOR,NR,M,NL	401 	386 	373 	348 
Y_GE65,EFTA_FOR,NR,M,NO	382 	355 	328 	305 
Y_GE65,EFTA_FOR,NR,M,PL	23 	56 	51 p	83 p
Y_GE65,EFTA_FOR,NR,M,PT	438 	365 	304 	268 
Y_GE65,EFTA_FOR,NR,M,RO	19 	11 	8 	6 
Y_GE65,EFTA_FOR,NR,M,SE	6243 	6266 	6299 	6370 
Y_GE65,EFTA_FOR,NR,M,SI	58 	58 	52 	48 
Y_GE65,EFTA_FOR,NR,M,SK	51 	47 	43 	40 
Y_GE65,EFTA_FOR,NR,M,UK	891 	1483 	1386 	2013 
Y_GE65,EFTA_FOR,NR,T,AT	2495 	2383 	2325 	2280 
Y_GE65,EFTA_FOR,NR,T,BE	906 	914 	907 	910 
Y_GE65,EFTA_FOR,NR,T,BG	48 	48 	45 	37 
Y_GE65,EFTA_FOR,NR,T,CH	1088 	1059 	1011 	988 
Y_GE65,EFTA_FOR,NR,T,CY	107 	103 	100 	92 
Y_GE65,EFTA_FOR,NR,T,CZ	132 	124 	111 	101 
Y_GE65,EFTA_FOR,NR,T,DK	4731 	4591 	4438 	4312 
Y_GE65,EFTA_FOR,NR,T,EE	26 	27 	25 	22 
Y_GE65,EFTA_FOR,NR,T,EL	586 	563 	539 	504 
Y_GE65,EFTA_FOR,NR,T,ES	13625 	13709 	13504 	13344 
Y_GE65,EFTA_FOR,NR,T,FI	280 	271 	259 	253 
Y_GE65,EFTA_FOR,NR,T,FR	19022 	17758 	18476 	18227 
Y_GE65,EFTA_FOR,NR,T,HR	118 	108 	87 	71 
Y_GE65,EFTA_FOR,NR,T,HU	411 	379 	341 	317 
Y_GE65,EFTA_FOR,NR,T,IE	193 	173 	142 	171 
Y_GE65,EFTA_FOR,NR,T,IS	86 	84 	87 	88 
Y_GE65,EFTA_FOR,NR,T,IT	8977 	8656 	8461 	8360 
Y_GE65,EFTA_FOR,NR,T,LI	1241 	1153 	1104 	1059 
Y_GE65,EFTA_FOR,NR,T,LT	14 	12 	14 	13 
Y_GE65,EFTA_FOR,NR,T,LU	269 	324 	304 	282 
Y_GE65,EFTA_FOR,NR,T,LV	11 	10 	6 	6 
Y_GE65,EFTA_FOR,NR,T,MT	83 	76 	62 	46 
Y_GE65,EFTA_FOR,NR,T,NL	1194 	1162 	1114 	1078 
Y_GE65,EFTA_FOR,NR,T,NO	813 	765 	710 	674 
Y_GE65,EFTA_FOR,NR,T,PL	71 	109 	108 p	122 p
Y_GE65,EFTA_FOR,NR,T,PT	733 	617 	606 	468 
Y_GE65,EFTA_FOR,NR,T,RO	24 	14 	9 	7 
Y_GE65,EFTA_FOR,NR,T,SE	15309 	15458 	15601 	15747 
Y_GE65,EFTA_FOR,NR,T,SI	117 	116 	112 	104 
Y_GE65,EFTA_FOR,NR,T,SK	66 	60 	54 	52 
Y_GE65,EFTA_FOR,NR,T,UK	4161 	7277 	5370 	6749 
Y_GE65,EU28_FOR,NR,F,AT	80674 	80421 	80290 	79937 
Y_GE65,EU28_FOR,NR,F,BE	95745 	94874 	94072 	93165 
Y_GE65,EU28_FOR,NR,F,BG	4753 	4835 	4908 	5087 
Y_GE65,EU28_FOR,NR,F,CH	164818 	163270 	161263 	158234 
Y_GE65,EU28_FOR,NR,F,CY	4820 	4754 	4589 	4633 
Y_GE65,EU28_FOR,NR,F,CZ	5445 	4814 	4271 	3873 
Y_GE65,EU28_FOR,NR,F,DK	13009 	12667 	12339 	11915 
Y_GE65,EU28_FOR,NR,F,EE	1845 	1805 	1746 	1482 
Y_GE65,EU28_FOR,NR,F,EL	17324 	16181 	14919 	13170 
Y_GE65,EU28_FOR,NR,F,ES	141838 	137982 	133000 	127619 
Y_GE65,EU28_FOR,NR,F,FI	2382 	2129 	1965 	1792 
Y_GE65,EU28_FOR,NR,F,FR	377564 	372786 	364702 	359636 
Y_GE65,EU28_FOR,NR,F,HR	7502 	7198 	6974 	6744 
Y_GE65,EU28_FOR,NR,F,HU	36228 	36523 	36470 	36471 
Y_GE65,EU28_FOR,NR,F,IE	28030 	28090 	27115 	25549 
Y_GE65,EU28_FOR,NR,F,IS	648 	637 	623 	607 
Y_GE65,EU28_FOR,NR,F,IT	98846 	92821 	86664 	82834 
Y_GE65,EU28_FOR,NR,F,LI	1139 	1096 	1065 	1034 
Y_GE65,EU28_FOR,NR,F,LT	1642 	1730 	1818 	1870 
Y_GE65,EU28_FOR,NR,F,LU	14085 	12717 	12019 	11248 
Y_GE65,EU28_FOR,NR,F,LV	6357 	6374 	6341 	6189 
Y_GE65,EU28_FOR,NR,F,MT	2525 	2304 	2099 	1923 
Y_GE65,EU28_FOR,NR,F,NL	38024 	37461 	36962 	36274 
Y_GE65,EU28_FOR,NR,F,NO	13941 	13467 	13072 	12710 
Y_GE65,EU28_FOR,NR,F,PL	75029 	72523 	75348 p	79165 p
Y_GE65,EU28_FOR,NR,F,PT	11470 	8265 	8089 	9030 
Y_GE65,EU28_FOR,NR,F,RO	8218 	8412 	8551 	8743 
Y_GE65,EU28_FOR,NR,F,SE	90248 	88593 	86726 	84418 
Y_GE65,EU28_FOR,NR,F,SI	12151 	11858 	11617 	11320 
Y_GE65,EU28_FOR,NR,F,SK	26857 	26452 	25738 	24927 
Y_GE65,EU28_FOR,NR,F,UK	218058 	220541 	205025 	214533 
Y_GE65,EU28_FOR,NR,M,AT	53113 	52678 	52416 	52222 
Y_GE65,EU28_FOR,NR,M,BE	72904 	71259 	69605 	67792 
Y_GE65,EU28_FOR,NR,M,BG	4045 	4084 	4098 	4082 
Y_GE65,EU28_FOR,NR,M,CH	118208 	116482 	114214 	111115 
Y_GE65,EU28_FOR,NR,M,CY	5227 	5065 	4854 	4694 
Y_GE65,EU28_FOR,NR,M,CZ	7613 	6698 	5935 	5247 
Y_GE65,EU28_FOR,NR,M,DK	10334 	9902 	9384 	8893 
Y_GE65,EU28_FOR,NR,M,EE	1486 	1458 	1370 	1127 
Y_GE65,EU28_FOR,NR,M,EL	9384 	8878 	8247 	7465 
Y_GE65,EU28_FOR,NR,M,ES	140834 	138101 	134487 	130658 
Y_GE65,EU28_FOR,NR,M,FI	3218 	2995 	2752 	2476 
Y_GE65,EU28_FOR,NR,M,FR	294669 	292666 	284664 	279280 
Y_GE65,EU28_FOR,NR,M,HR	4319 	4029 	3750 	3460 
Y_GE65,EU28_FOR,NR,M,HU	25167 	25267 	25150 	25082 
Y_GE65,EU28_FOR,NR,M,IE	25395 	25910 	24923 	23522 
Y_GE65,EU28_FOR,NR,M,IS	489 	453 	409 	371 
Y_GE65,EU28_FOR,NR,M,IT	34853 	32973 	31153 	30260 
Y_GE65,EU28_FOR,NR,M,LI	810 	785 	736 	709 
Y_GE65,EU28_FOR,NR,M,LT	901 	965 	1011 	1039 
Y_GE65,EU28_FOR,NR,M,LU	12822 	10887 	10103 	9278 
Y_GE65,EU28_FOR,NR,M,LV	3450 	3457 	3394 	3330 
Y_GE65,EU28_FOR,NR,M,MT	2601 	2344 	2130 	1955 
Y_GE65,EU28_FOR,NR,M,NL	29184 	28602 	27898 	27220 
Y_GE65,EU28_FOR,NR,M,NO	11674 	11092 	10464 	9982 
Y_GE65,EU28_FOR,NR,M,PL	45788 	42908 	45909 p	48875 p
Y_GE65,EU28_FOR,NR,M,PT	12483 	10414 	9003 	8311 
Y_GE65,EU28_FOR,NR,M,RO	6753 	6588 	6330 	6309 
Y_GE65,EU28_FOR,NR,M,SE	65164 	64493 	63355 	61983 
Y_GE65,EU28_FOR,NR,M,SI	10357 	10109 	9824 	9503 
Y_GE65,EU28_FOR,NR,M,SK	17516 	17062 	16454 	15755 
Y_GE65,EU28_FOR,NR,M,UK	136445 	139441 	137279 	127946 
Y_GE65,EU28_FOR,NR,T,AT	133787 	133099 	132706 	132159 
Y_GE65,EU28_FOR,NR,T,BE	168649 	166133 	163677 	160957 
Y_GE65,EU28_FOR,NR,T,BG	8798 	8919 	9006 	9169 
Y_GE65,EU28_FOR,NR,T,CH	283026 	279752 	275477 	269349 
Y_GE65,EU28_FOR,NR,T,CY	10047 	9819 	9443 	9327 
Y_GE65,EU28_FOR,NR,T,CZ	13058 	11512 	10206 	9120 
Y_GE65,EU28_FOR,NR,T,DK	23343 	22569 	21723 	20808 
Y_GE65,EU28_FOR,NR,T,EE	3331 	3263 	3116 	2609 
Y_GE65,EU28_FOR,NR,T,EL	26708 	25059 	23166 	20635 
Y_GE65,EU28_FOR,NR,T,ES	282672 	276083 	267487 	258277 
Y_GE65,EU28_FOR,NR,T,FI	5600 	5124 	4717 	4268 
Y_GE65,EU28_FOR,NR,T,FR	672233 	665452 	649366 	638916 
Y_GE65,EU28_FOR,NR,T,HR	11821 	11227 	10724 	10204 
Y_GE65,EU28_FOR,NR,T,HU	61395 	61790 	61620 	61553 
Y_GE65,EU28_FOR,NR,T,IE	53425 	54000 	52038 	49071 
Y_GE65,EU28_FOR,NR,T,IS	1137 	1090 	1032 	978 
Y_GE65,EU28_FOR,NR,T,IT	133699 	125794 	117817 	113094 
Y_GE65,EU28_FOR,NR,T,LI	1949 	1881 	1801 	1743 
Y_GE65,EU28_FOR,NR,T,LT	2543 	2695 	2829 	2909 
Y_GE65,EU28_FOR,NR,T,LU	26907 	23604 	22122 	20526 
Y_GE65,EU28_FOR,NR,T,LV	9807 	9831 	9735 	9519 
Y_GE65,EU28_FOR,NR,T,MT	5126 	4648 	4229 	3878 
Y_GE65,EU28_FOR,NR,T,NL	67208 	66063 	64860 	63494 
Y_GE65,EU28_FOR,NR,T,NO	25615 	24559 	23536 	22692 
Y_GE65,EU28_FOR,NR,T,PL	120817 	115431 	121257 p	128040 p
Y_GE65,EU28_FOR,NR,T,PT	23953 	18679 	17092 	17341 
Y_GE65,EU28_FOR,NR,T,RO	14971 	15000 	14881 	15052 
Y_GE65,EU28_FOR,NR,T,SE	155412 	153086 	150081 	146401 
Y_GE65,EU28_FOR,NR,T,SI	22508 	21967 	21441 	20823 
Y_GE65,EU28_FOR,NR,T,SK	44373 	43514 	42192 	40682 
Y_GE65,EU28_FOR,NR,T,UK	354503 	359982 	342304 	342479 
Y_GE65,EXT_FOR_HDI,NR,F,AT	18392 	16721 	15048 	13663 
Y_GE65,EXT_FOR_HDI,NR,F,BE	36815 	34472 	31920 	30289 
Y_GE65,EXT_FOR_HDI,NR,F,BG	6848 	6020 	5273 	4586 
Y_GE65,EXT_FOR_HDI,NR,F,CH	23199 	21160 	19051 	17154 
Y_GE65,EXT_FOR_HDI,NR,F,CY	2622 	2471 	2282 	2151 
Y_GE65,EXT_FOR_HDI,NR,F,CZ	5414 	4905 	4429 	3980 
Y_GE65,EXT_FOR_HDI,NR,F,DK	12351 	11595 	10811 	10134 
Y_GE65,EXT_FOR_HDI,NR,F,EE	51889 	51377 	50998 	52656 
Y_GE65,EXT_FOR_HDI,NR,F,EL	36161 	34492 	33186 	41479 
Y_GE65,EXT_FOR_HDI,NR,F,ES	135577 	121581 	109947 	100774 
Y_GE65,EXT_FOR_HDI,NR,F,FI	7397 	6918 	6526 	6238 
Y_GE65,EXT_FOR_HDI,NR,F,FR	519415 	490276 	473636 	447336 
Y_GE65,EXT_FOR_HDI,NR,F,HR	61076 	60275 	59080 	57771 
Y_GE65,EXT_FOR_HDI,NR,F,HU	7867 	7209 	6400 	5746 
Y_GE65,EXT_FOR_HDI,NR,F,IE	6053 	5911 	5846 	5480 
Y_GE65,EXT_FOR_HDI,NR,F,IS	338 	307 	267 	237 
Y_GE65,EXT_FOR_HDI,NR,F,IT	129576 	116792 	106252 	113621 
Y_GE65,EXT_FOR_HDI,NR,F,LI	65 	65 	55 	52 
Y_GE65,EXT_FOR_HDI,NR,F,LT	25552 	25840 	26445 	26813 
Y_GE65,EXT_FOR_HDI,NR,F,LU	1695 	2084 	1974 	1840 
Y_GE65,EXT_FOR_HDI,NR,F,LV	71894 	72281 	72657 	72553 
Y_GE65,EXT_FOR_HDI,NR,F,MT	592 	548 	498 	440 
Y_GE65,EXT_FOR_HDI,NR,F,NL	94889 	90169 	84718 	79639 
Y_GE65,EXT_FOR_HDI,NR,F,NO	10212 	9318 	8580 	7852 
Y_GE65,EXT_FOR_HDI,NR,F,PL	152664 	166119 	174064 p	181774 p
Y_GE65,EXT_FOR_HDI,NR,F,PT	34005 	30929 	29960 	29349 
Y_GE65,EXT_FOR_HDI,NR,F,RO	16104 	15522 	15316 	15162 
Y_GE65,EXT_FOR_HDI,NR,F,SE	38383 	35543 	33118 	31083 
Y_GE65,EXT_FOR_HDI,NR,F,SI	5383 	4996 	4447 	4064 
Y_GE65,EXT_FOR_HDI,NR,F,SK	2724 	2649 	2604 	2502 
Y_GE65,EXT_FOR_HDI,NR,F,UK	372022 	324727 	307718 	314888 
Y_GE65,EXT_FOR_HDI,NR,M,AT	17725 	16109 	14317 	12966 
Y_GE65,EXT_FOR_HDI,NR,M,BE	33415 	31278 	29088 	27665 
Y_GE65,EXT_FOR_HDI,NR,M,BG	2870 	2496 	2065 	1668 
Y_GE65,EXT_FOR_HDI,NR,M,CH	18822 	17250 	15401 	13907 
Y_GE65,EXT_FOR_HDI,NR,M,CY	1735 	1672 	1604 	1487 
Y_GE65,EXT_FOR_HDI,NR,M,CZ	4660 	4075 	3533 	3044 
Y_GE65,EXT_FOR_HDI,NR,M,DK	11320 	10582 	9826 	9177 
Y_GE65,EXT_FOR_HDI,NR,M,EE	23937 	23616 	23298 	23423 
Y_GE65,EXT_FOR_HDI,NR,M,EL	22530 	21324 	20462 	28636 
Y_GE65,EXT_FOR_HDI,NR,M,ES	93891 	84422 	75902 	69396 
Y_GE65,EXT_FOR_HDI,NR,M,FI	4635 	4287 	3961 	3720 
Y_GE65,EXT_FOR_HDI,NR,M,FR	541180 	510872 	497281 	468520 
Y_GE65,EXT_FOR_HDI,NR,M,HR	45367 	44789 	44033 	43401 
Y_GE65,EXT_FOR_HDI,NR,M,HU	4677 	4197 	3623 	3048 
Y_GE65,EXT_FOR_HDI,NR,M,IE	5201 	5310 	4985 	4878 
Y_GE65,EXT_FOR_HDI,NR,M,IS	257 	233 	213 	205 
Y_GE65,EXT_FOR_HDI,NR,M,IT	67728 	61229 	55781 	66209 
Y_GE65,EXT_FOR_HDI,NR,M,LI	53 	49 	43 	36 
Y_GE65,EXT_FOR_HDI,NR,M,LT	12326 	12506 	12886 	13050 
Y_GE65,EXT_FOR_HDI,NR,M,LU	1398 	2297 	2129 	1954 
Y_GE65,EXT_FOR_HDI,NR,M,LV	33990 	33953 	33940 	33828 
Y_GE65,EXT_FOR_HDI,NR,M,MT	628 	576 	520 	421 
Y_GE65,EXT_FOR_HDI,NR,M,NL	84466 	80200 	75089 	70180 
Y_GE65,EXT_FOR_HDI,NR,M,NO	9271 	8529 	7708 	7028 
Y_GE65,EXT_FOR_HDI,NR,M,PL	82576 	93592 	99302 p	104311 p
Y_GE65,EXT_FOR_HDI,NR,M,PT	18969 	18627 	17067 	15097 
Y_GE65,EXT_FOR_HDI,NR,M,RO	10243 	9695 	9481 	9297 
Y_GE65,EXT_FOR_HDI,NR,M,SE	36971 	33879 	31083 	28602 
Y_GE65,EXT_FOR_HDI,NR,M,SI	7103 	6676 	5941 	5521 
Y_GE65,EXT_FOR_HDI,NR,M,SK	1553 	1459 	1379 	1309 
Y_GE65,EXT_FOR_HDI,NR,M,UK	287143 	269383 	256845 	257976 
